Time Stamp,Time Zone,Name,PTID,Integrated Load
1/16/2004 0:00,EST,CAPITL,61757,1406
1/16/2004 0:00,EST,CENTRL,61754,2146
1/16/2004 0:00,EST,DUNWOD,61760,696
1/16/2004 0:00,EST,GENESE,61753,1126
1/16/2004 0:00,EST,HUD VL,61758,1260
1/16/2004 0:00,EST,MHK VL,61756,1014
1/16/2004 0:00,EST,MILLWD,61759,343
1/16/2004 0:00,EST,N.Y.C._LONGIL,,8088
1/16/2004 0:00,EST,NORTH,61755,787
1/16/2004 0:00,EST,WEST,61752,1850
1/16/2004 1:00,EST,CAPITL,61757,1367
1/16/2004 1:00,EST,CENTRL,61754,2102
1/16/2004 1:00,EST,DUNWOD,61760,669
1/16/2004 1:00,EST,GENESE,61753,1101
1/16/2004 1:00,EST,HUD VL,61758,1230
1/16/2004 1:00,EST,MHK VL,61756,989
1/16/2004 1:00,EST,MILLWD,61759,329
1/16/2004 1:00,EST,N.Y.C._LONGIL,,7754
1/16/2004 1:00,EST,NORTH,61755,781
1/16/2004 1:00,EST,WEST,61752,1819
1/16/2004 2:00,EST,CAPITL,61757,1347
1/16/2004 2:00,EST,CENTRL,61754,2072
1/16/2004 2:00,EST,DUNWOD,61760,663
1/16/2004 2:00,EST,GENESE,61753,1091
1/16/2004 2:00,EST,HUD VL,61758,1220
1/16/2004 2:00,EST,MHK VL,61756,979
1/16/2004 2:00,EST,MILLWD,61759,322
1/16/2004 2:00,EST,N.Y.C._LONGIL,,7570
1/16/2004 2:00,EST,NORTH,61755,780
1/16/2004 2:00,EST,WEST,61752,1802
1/16/2004 3:00,EST,CAPITL,61757,1341
1/16/2004 3:00,EST,CENTRL,61754,2066
1/16/2004 3:00,EST,DUNWOD,61760,659
1/16/2004 3:00,EST,GENESE,61753,1077
1/16/2004 3:00,EST,HUD VL,61758,1218
1/16/2004 3:00,EST,MHK VL,61756,976
1/16/2004 3:00,EST,MILLWD,61759,321
1/16/2004 3:00,EST,N.Y.C._LONGIL,,7479
1/16/2004 3:00,EST,NORTH,61755,778
1/16/2004 3:00,EST,WEST,61752,1797
1/16/2004 4:00,EST,CAPITL,61757,1360
1/16/2004 4:00,EST,CENTRL,61754,2087
1/16/2004 4:00,EST,DUNWOD,61760,666
1/16/2004 4:00,EST,GENESE,61753,1094
1/16/2004 4:00,EST,HUD VL,61758,1217
1/16/2004 4:00,EST,MHK VL,61756,991
1/16/2004 4:00,EST,MILLWD,61759,332
1/16/2004 4:00,EST,N.Y.C._LONGIL,,7517
1/16/2004 4:00,EST,NORTH,61755,781
1/16/2004 4:00,EST,WEST,61752,1801
1/16/2004 5:00,EST,CAPITL,61757,1449
1/16/2004 5:00,EST,CENTRL,61754,2218
1/16/2004 5:00,EST,DUNWOD,61760,696
1/16/2004 5:00,EST,GENESE,61753,1153
1/16/2004 5:00,EST,HUD VL,61758,1276
1/16/2004 5:00,EST,MHK VL,61756,1061
1/16/2004 5:00,EST,MILLWD,61759,348
1/16/2004 5:00,EST,N.Y.C._LONGIL,,7860
1/16/2004 5:00,EST,NORTH,61755,791
1/16/2004 5:00,EST,WEST,61752,1868
1/16/2004 6:00,EST,CAPITL,61757,1612
1/16/2004 6:00,EST,CENTRL,61754,2400
1/16/2004 6:00,EST,DUNWOD,61760,769
1/16/2004 6:00,EST,GENESE,61753,1282
1/16/2004 6:00,EST,HUD VL,61758,1391
1/16/2004 6:00,EST,MHK VL,61756,1166
1/16/2004 6:00,EST,MILLWD,61759,389
1/16/2004 6:00,EST,N.Y.C._LONGIL,,8631
1/16/2004 6:00,EST,NORTH,61755,823
1/16/2004 6:00,EST,WEST,61752,2016
1/16/2004 7:00,EST,CAPITL,61757,1727
1/16/2004 7:00,EST,CENTRL,61754,2515
1/16/2004 7:00,EST,DUNWOD,61760,843
1/16/2004 7:00,EST,GENESE,61753,1369
1/16/2004 7:00,EST,HUD VL,61758,1485
1/16/2004 7:00,EST,MHK VL,61756,1229
1/16/2004 7:00,EST,MILLWD,61759,405
1/16/2004 7:00,EST,N.Y.C._LONGIL,,9356
1/16/2004 7:00,EST,NORTH,61755,833
1/16/2004 7:00,EST,WEST,61752,2192
1/16/2004 8:00,EST,CAPITL,61757,1778
1/16/2004 8:00,EST,CENTRL,61754,2588
1/16/2004 8:00,EST,DUNWOD,61760,877
1/16/2004 8:00,EST,GENESE,61753,1408
1/16/2004 8:00,EST,HUD VL,61758,1531
1/16/2004 8:00,EST,MHK VL,61756,1235
1/16/2004 8:00,EST,MILLWD,61759,405
1/16/2004 8:00,EST,N.Y.C._LONGIL,,9850
1/16/2004 8:00,EST,NORTH,61755,839
1/16/2004 8:00,EST,WEST,61752,2242
1/16/2004 9:00,EST,CAPITL,61757,1798
1/16/2004 9:00,EST,CENTRL,61754,2606
1/16/2004 9:00,EST,DUNWOD,61760,906
1/16/2004 9:00,EST,GENESE,61753,1427
1/16/2004 9:00,EST,HUD VL,61758,1549
1/16/2004 9:00,EST,MHK VL,61756,1239
1/16/2004 9:00,EST,MILLWD,61759,397
1/16/2004 9:00,EST,N.Y.C._LONGIL,,10221
1/16/2004 9:00,EST,NORTH,61755,836
1/16/2004 9:00,EST,WEST,61752,2292
1/16/2004 10:00,EST,CAPITL,61757,1798
1/16/2004 10:00,EST,CENTRL,61754,2629
1/16/2004 10:00,EST,DUNWOD,61760,909
1/16/2004 10:00,EST,GENESE,61753,1452
1/16/2004 10:00,EST,HUD VL,61758,1549
1/16/2004 10:00,EST,MHK VL,61756,1243
1/16/2004 10:00,EST,MILLWD,61759,397
1/16/2004 10:00,EST,N.Y.C._LONGIL,,10395
1/16/2004 10:00,EST,NORTH,61755,836
1/16/2004 10:00,EST,WEST,61752,2314
1/16/2004 11:00,EST,CAPITL,61757,1746
1/16/2004 11:00,EST,CENTRL,61754,2619
1/16/2004 11:00,EST,DUNWOD,61760,908
1/16/2004 11:00,EST,GENESE,61753,1465
1/16/2004 11:00,EST,HUD VL,61758,1427
1/16/2004 11:00,EST,MHK VL,61756,1340
1/16/2004 11:00,EST,MILLWD,61759,372
1/16/2004 11:00,EST,N.Y.C._LONGIL,,10464
1/16/2004 11:00,EST,NORTH,61755,832
1/16/2004 11:00,EST,WEST,61752,2287
1/16/2004 12:00,EST,CAPITL,61757,1710
1/16/2004 12:00,EST,CENTRL,61754,2582
1/16/2004 12:00,EST,DUNWOD,61760,895
1/16/2004 12:00,EST,GENESE,61753,1439
1/16/2004 12:00,EST,HUD VL,61758,1507
1/16/2004 12:00,EST,MHK VL,61756,1202
1/16/2004 12:00,EST,MILLWD,61759,367
1/16/2004 12:00,EST,N.Y.C._LONGIL,,10408
1/16/2004 12:00,EST,NORTH,61755,826
1/16/2004 12:00,EST,WEST,61752,2257
1/16/2004 13:00,EST,CAPITL,61757,1717
1/16/2004 13:00,EST,CENTRL,61754,2527
1/16/2004 13:00,EST,DUNWOD,61760,876
1/16/2004 13:00,EST,GENESE,61753,1406
1/16/2004 13:00,EST,HUD VL,61758,1518
1/16/2004 13:00,EST,MHK VL,61756,1148
1/16/2004 13:00,EST,MILLWD,61759,358
1/16/2004 13:00,EST,N.Y.C._LONGIL,,10330
1/16/2004 13:00,EST,NORTH,61755,817
1/16/2004 13:00,EST,WEST,61752,2201
1/16/2004 14:00,EST,CAPITL,61757,1691
1/16/2004 14:00,EST,CENTRL,61754,2485
1/16/2004 14:00,EST,DUNWOD,61760,862
1/16/2004 14:00,EST,GENESE,61753,1394
1/16/2004 14:00,EST,HUD VL,61758,1483
1/16/2004 14:00,EST,MHK VL,61756,1147
1/16/2004 14:00,EST,MILLWD,61759,353
1/16/2004 14:00,EST,N.Y.C._LONGIL,,10213
1/16/2004 14:00,EST,NORTH,61755,810
1/16/2004 14:00,EST,WEST,61752,2152
1/16/2004 15:00,EST,CAPITL,61757,1677
1/16/2004 15:00,EST,CENTRL,61754,2456
1/16/2004 15:00,EST,DUNWOD,61760,862
1/16/2004 15:00,EST,GENESE,61753,1398
1/16/2004 15:00,EST,HUD VL,61758,1476
1/16/2004 15:00,EST,MHK VL,61756,1131
1/16/2004 15:00,EST,MILLWD,61759,357
1/16/2004 15:00,EST,N.Y.C._LONGIL,,10169
1/16/2004 15:00,EST,NORTH,61755,804
1/16/2004 15:00,EST,WEST,61752,2116
1/16/2004 16:00,EST,CAPITL,61757,1716
1/16/2004 16:00,EST,CENTRL,61754,2478
1/16/2004 16:00,EST,DUNWOD,61760,887
1/16/2004 16:00,EST,GENESE,61753,1407
1/16/2004 16:00,EST,HUD VL,61758,1508
1/16/2004 16:00,EST,MHK VL,61756,1162
1/16/2004 16:00,EST,MILLWD,61759,378
1/16/2004 16:00,EST,N.Y.C._LONGIL,,10347
1/16/2004 16:00,EST,NORTH,61755,813
1/16/2004 16:00,EST,WEST,61752,2142
1/16/2004 17:00,EST,CAPITL,61757,1838
1/16/2004 17:00,EST,CENTRL,61754,2608
1/16/2004 17:00,EST,DUNWOD,61760,952
1/16/2004 17:00,EST,GENESE,61753,1500
1/16/2004 17:00,EST,HUD VL,61758,1629
1/16/2004 17:00,EST,MHK VL,61756,1239
1/16/2004 17:00,EST,MILLWD,61759,421
1/16/2004 17:00,EST,N.Y.C._LONGIL,,10844
1/16/2004 17:00,EST,NORTH,61755,835
1/16/2004 17:00,EST,WEST,61752,2254
1/16/2004 18:00,EST,CAPITL,61757,1828
1/16/2004 18:00,EST,CENTRL,61754,2600
1/16/2004 18:00,EST,DUNWOD,61760,963
1/16/2004 18:00,EST,GENESE,61753,1498
1/16/2004 18:00,EST,HUD VL,61758,1648
1/16/2004 18:00,EST,MHK VL,61756,1237
1/16/2004 18:00,EST,MILLWD,61759,427
1/16/2004 18:00,EST,N.Y.C._LONGIL,,10768
1/16/2004 18:00,EST,NORTH,61755,825
1/16/2004 18:00,EST,WEST,61752,2284
1/16/2004 19:00,EST,CAPITL,61757,1779
1/16/2004 19:00,EST,CENTRL,61754,2542
1/16/2004 19:00,EST,DUNWOD,61760,939
1/16/2004 19:00,EST,GENESE,61753,1455
1/16/2004 19:00,EST,HUD VL,61758,1610
1/16/2004 19:00,EST,MHK VL,61756,1198
1/16/2004 19:00,EST,MILLWD,61759,424
1/16/2004 19:00,EST,N.Y.C._LONGIL,,10445
1/16/2004 19:00,EST,NORTH,61755,817
1/16/2004 19:00,EST,WEST,61752,2257
1/16/2004 20:00,EST,CAPITL,61757,1707
1/16/2004 20:00,EST,CENTRL,61754,2452
1/16/2004 20:00,EST,DUNWOD,61760,907
1/16/2004 20:00,EST,GENESE,61753,1421
1/16/2004 20:00,EST,HUD VL,61758,1564
1/16/2004 20:00,EST,MHK VL,61756,1154
1/16/2004 20:00,EST,MILLWD,61759,411
1/16/2004 20:00,EST,N.Y.C._LONGIL,,10071
1/16/2004 20:00,EST,NORTH,61755,803
1/16/2004 20:00,EST,WEST,61752,2203
1/16/2004 21:00,EST,CAPITL,61757,1626
1/16/2004 21:00,EST,CENTRL,61754,2358
1/16/2004 21:00,EST,DUNWOD,61760,864
1/16/2004 21:00,EST,GENESE,61753,1336
1/16/2004 21:00,EST,HUD VL,61758,1489
1/16/2004 21:00,EST,MHK VL,61756,1103
1/16/2004 21:00,EST,MILLWD,61759,387
1/16/2004 21:00,EST,N.Y.C._LONGIL,,9646
1/16/2004 21:00,EST,NORTH,61755,786
1/16/2004 21:00,EST,WEST,61752,2132
1/16/2004 22:00,EST,CAPITL,61757,1511
1/16/2004 22:00,EST,CENTRL,61754,2206
1/16/2004 22:00,EST,DUNWOD,61760,802
1/16/2004 22:00,EST,GENESE,61753,1234
1/16/2004 22:00,EST,HUD VL,61758,1395
1/16/2004 22:00,EST,MHK VL,61756,1029
1/16/2004 22:00,EST,MILLWD,61759,360
1/16/2004 22:00,EST,N.Y.C._LONGIL,,9072
1/16/2004 22:00,EST,NORTH,61755,768
1/16/2004 22:00,EST,WEST,61752,2017
1/16/2004 23:00,EST,CAPITL,61757,1409
1/16/2004 23:00,EST,CENTRL,61754,2060
1/16/2004 23:00,EST,DUNWOD,61760,737
1/16/2004 23:00,EST,GENESE,61753,1144
1/16/2004 23:00,EST,HUD VL,61758,1296
1/16/2004 23:00,EST,MHK VL,61756,948
1/16/2004 23:00,EST,MILLWD,61759,326
1/16/2004 23:00,EST,N.Y.C._LONGIL,,8482
1/16/2004 23:00,EST,NORTH,61755,751
1/16/2004 23:00,EST,WEST,61752,1890
